Assembly	contigs(>=0bp)	contigs(>=1000bp)	contigs(>=5000bp)	contigs(>=10000bp)	contigs(>=25000bp)	contigs(>=50000bp)	Totallength(>=0bp)	Totallength(>=1000bp)	Totallength(>=5000bp)	Totallength(>=10000bp)	Totallength(>=25000bp)	Totallength(>=50000bp)	contigs	Largestcontig	Totallength	Referencelength	GC(%)	ReferenceGC(%)	N50	NG50	N75	NG75	L50	LG50	L75	LG75	misassemblies	misassembledcontigs	Misassembledcontigslength	localmisassemblies	unalignedmis.contigs	unalignedcontigs	Unalignedlength	Genomefraction(%)	Duplicationratio	N'sper100kbp	mismatchesper100kbp	indelsper100kbp	Largestalignment	Totalalignedlength	NA50	NGA50	NA75	NGA75	LA50	LGA50	LA75	LGA75
r103_bin.0045	57	57	54	49	28	16	2111813	2111813	2098376	2059026	1693847	1290758	57	154179	2111813	2800152	55.87	55.78	58265	43555	27849	4955	12	19	24	55	35	22	1308920	29	0	1 + 33 part	192597	67.756	1.012	0.00	991.32	384.81	97702	1918000	29365	19548	15140	-	21	34	45	-
r9-il_bin.0160	16	16	14	12	10	10	2722917	2722917	2716930	2701847	2667123	2667123	16	615383	2722917	2800152	55.64	55.78	306050	306050	224990	224990	3	3	6	6	56	11	2687163	15	0	2 + 9 part	178221	90.540	1.004	0.26	627.86	45.40	230850	2543982	65640	65640	34661	27664	12	12	25	27
r9_bin.0180	13	13	13	12	10	10	2704439	2704439	2704439	2697910	2667418	2667418	13	615411	2704439	2800152	55.62	55.78	306227	306227	225007	225007	3	3	6	6	57	11	2687453	12	0	0 + 9 part	160183	90.479	1.004	0.00	493.66	86.16	230604	2544165	65630	65630	37194	27665	12	12	24	27
ilmn_bin.0067	294	294	138	57	3	0	1982696	1982696	1416379	854140	93236	0	294	36190	1982696	2917377	54.22	53.67	8267	4865	4699	-	73	147	153	-	15	14	97954	7	1	26 + 14 part	195051	60.523	1.012	0.00	215.38	8.44	36190	1784896	7270	3999	3818	-	79	165	173	-
r103-il_bin.0083	38	38	38	34	18	12	3392870	3392870	3392870	3366336	3113699	2919994	38	1120302	3392870	2917377	53.66	53.67	253221	430274	111278	153755	3	2	8	6	47	12	2662953	23	3	17 + 21 part	954302	82.352	1.015	0.12	171.78	23.77	247640	2438569	72475	86156	-	22290	15	12	-	28
r103_bin.0081	22	22	22	21	15	11	2982497	2982497	2982497	2975506	2881243	2763134	22	1120619	2982497	2917377	54.02	53.67	430292	430292	149233	149233	2	2	6	6	51	12	2651865	23	1	4 + 17 part	642843	78.482	1.022	0.00	203.00	40.88	247711	2339655	76775	85763	12573	15197	13	12	36	33
r104-il_bin.0100	13	13	13	12	11	8	2710127	2710127	2710127	2700765	2677188	2593145	13	863134	2710127	2917377	54.12	53.67	412054	412054	190113	173629	3	3	5	6	39	10	2481239	16	1	1 + 10 part	316071	80.955	1.014	0.11	155.27	20.07	248868	2395047	96695	86060	53367	28533	8	10	17	21
r104_bin.0013	17	17	17	17	14	10	2928515	2928515	2928515	2928515	2858575	2744812	17	863191	2928515	2917377	53.98	53.67	412232	412232	173638	173638	3	3	6	6	42	11	2511350	16	5	0 + 15 part	494620	81.925	1.018	0.00	170.37	24.06	248873	2434903	86093	86093	22027	28534	10	10	22	21
r9-il_bin.0083	36	36	36	33	24	11	3214040	3214040	3214040	3192032	3034664	2488286	36	838406	3214040	2917377	53.73	53.67	273962	273962	70667	139012	4	4	10	7	38	11	2350157	30	2	9 + 22 part	653655	85.805	1.023	0.06	200.34	28.36	367082	2561837	75820	78452	13073	26263	12	10	38	26
r9_bin.0088	18	18	18	18	17	10	2717198	2717198	2717198	2717198	2701412	2418302	18	838723	2717198	2917377	54.05	53.67	280169	274310	172055	139055	3	4	6	7	33	9	2248075	15	1	0 + 12 part	287636	81.504	1.022	0.00	178.61	34.28	367331	2431009	87317	78444	35972	26244	9	10	20	26
ilmn_bin.0095	216	216	116	42	8	0	1667697	1667697	1310404	791501	289952	0	216	47696	1667697	1606960	55.62	55.69	9662	9767	5306	5616	47	44	105	97	3	3	27032	1	0	72 + 8 part	428190	76.488	1.008	0.00	192.58	4.88	47696	1238369	7890	8046	2965	53	49	128
r103-il_bin.0026	9	9	9	9	9	7	2750403	2750403	2750403	2750403	2750403	2686685	9	991102	2750403	1606960	55.33	55.69	600984	991102	305590	600984	2	1	4	2	16	2	1592086	12	2	2 + 7 part	1161637	97.769	1.011	0.55	184.97	18.33	257125	1588766	51421	162452	101822	10	4	7
r103_bin.0006	15	15	15	14	9	7	2849916	2849916	2849916	2840832	2751061	2687332	15	991603	2849916	1606960	55.27	55.69	600917	991603	305755	600917	2	1	4	2	16	2	1592520	9	2	5 + 10 part	1258922	97.756	1.013	0.00	230.25	38.07	257460	1590994	33370	162502	101826	11	4	7
r104-il_bin.0023	30	30	30	25	13	9	3034696	3034696	3034696	2991858	2801513	2644324	30	926294	3034696	1606960	55.26	55.69	403864	926294	121186	485082	3	1	6	2	13	3	1457231	9	3	17 + 10 part	1438301	97.495	1.019	0.00	162.89	10.28	345350	1596397	21919	243654	161513	11	3	5
r104_bin.0091	46	46	41	29	14	9	3123800	3123800	3104807	3012177	2788494	2583807	46	926306	3123800	1606960	55.02	55.69	403950	926306	116063	485116	3	1	6	2	13	3	1457278	9	4	28 + 17 part	1548558	96.143	1.020	0.00	183.43	15.92	345391	1575245	1337	243653	161536	24	3	5
r9-il_bin.0059	81	81	80	75	55	36	5489231	5489231	5485114	5443308	5091812	4417998	81	313230	5489231	5874005	68.70	69.03	114822	107152	65124	50762	15	17	31	36	43	29	3367472	52	0	1 + 40 part	394393	86.286	1.005	2.39	512.98	239.54	208744	5092508	60941	57617	31174	26684	29	32	61	70
r9_bin.0134	79	79	79	75	55	36	5480513	5480513	5480513	5445605	5094036	4419368	79	313226	5480513	5874005	68.70	69.03	114921	107127	65190	50720	15	17	31	36	40	27	3216971	49	0	2 + 42 part	450351	85.255	1.004	0.00	639.59	483.86	208682	5028237	61835	57654	31185	26299	29	32	60	71
ilmn_bin.0101	1554	1554	174	17	0	0	4391862	4391862	1249074	221315	0	0	1554	20126	4391862	5154687	56.18	56.03	3413	2899	2100	1528	406	527	815	1131	6	6	29446	2	0	169 + 5 part	328275	78.567	1.003	0.00	89.83	7.06	20126	4060592	3291	2779	1940	1232	415	542	851	1215
r103-il_bin.0030	85	85	82	76	43	15	2736413	2736413	2725354	2679248	2130999	1043882	85	121771	2736413	5154687	55.99	56.03	45706	14400	28822	-	22	68	41	-	12	10	376210	25	0	0 + 27 part	83806	51.243	1.004	0.58	239.83	88.63	121148	2648977	39329	7364	22128	-	25	82	47	-
r9-il_bin.0111	25	25	25	24	21	19	5097454	5097454	5097454	5089336	5038882	4955910	25	911165	5097454	5154687	56.10	56.03	297857	297857	215806	215806	6	6	11	11	26	11	3177828	23	0	0 + 15 part	195076	94.539	1.006	1.24	148.77	34.47	388924	4901825	203208	200049	118781	118781	9	10	17	17
r9_bin.0207	25	25	25	24	21	19	5098924	5098924	5098924	5090821	5040335	4957376	25	911369	5098924	5154687	56.12	56.03	297875	297875	215821	215821	6	6	11	11	26	11	3178765	24	0	0 + 15 part	205265	94.341	1.006	0.00	228.05	150.63	389301	4893139	203208	200061	118383	118383	9	10	17	17
ilmn_bin.0055	160	160	118	74	21	5	2124029	2124029	1970952	1647755	822969	302137	160	79440	2124029	2402287	39.92	40.37	19380	16924	10772	7814	33	40	69	92	3	3	128409	0	0	7 + 0 part	23436	87.205	1.003	0.00	17.71	1.10	79440	2099727	19380	16900	10595	7814	34	42	71	94
r103-il_bin.0063	15	15	15	12	9	9	2064971	2064971	2064971	2041339	2001576	2001576	15	404264	2064971	2402287	39.92	40.37	313319	263208	214395	103136	3	4	5	7	4	4	775683	1	0	0 + 3 part	33650	83.896	1.008	0.82	34.34	4.81	401592	2028025	263091	189825	105821	75123	3	4	7	10
r103_bin.0001	15	15	15	12	9	9	2065297	2065297	2065297	2041661	2001874	2001874	15	404409	2065297	2402287	39.90	40.37	313321	263207	214407	103141	3	4	5	7	4	4	775727	4	0	0 + 3 part	33656	83.982	1.007	0.00	76.78	57.99	403759	2030261	263089	189815	105833	75117	3	4	7	10
r104-il_bin.0034	24	24	21	20	15	12	2043162	2043162	2030729	2023297	1926654	1830603	24	532117	2043162	2402287	40.00	40.37	144558	129301	71101	55676	3	4	8	12	3	3	746027	2	0	1 + 4 part	38705	83.046	1.005	0.05	34.09	3.91	453002	2003853	142723	90457	64728	55590	4	5	10	14
r104_bin.0082	22	22	19	19	15	12	2017005	2017005	2004571	2004571	1926616	1830571	22	532104	2017005	2402287	40.02	40.37	144558	129311	82930	55668	3	4	7	12	3	3	746021	1	0	0 + 4 part	20007	82.749	1.005	0.00	70.98	23.54	452986	1996593	142723	90452	64732	55598	4	5	10	14
r9-il_bin.0202	15	15	12	10	5	3	2394924	2394924	2383118	2368480	2291277	2224115	15	1989189	2394924	2402287	39.94	40.37	1989189	1989189	1989189	1989189	1	1	1	1	3	2	2117788	1	0	12 + 0 part	170809	92.532	1.001	0.04	29.38	2.02	815090	2223999	705564	705564	468435	468435	2	2	3	3
r9_bin.0135	15	15	11	9	5	3	2375834	2375834	2361852	2347214	2291259	2224063	15	1989133	2375834	2402287	39.92	40.37	1989133	1989133	1989133	1989133	1	1	1	1	3	2	2117736	1	0	12 + 0 part	151771	92.532	1.001	0.00	29.38	13.77	815085	2223948	705530	705530	468419	468419	2	2	3	3
ilmn_bin.0092	287	287	183	88	13	1	2639864	2639864	2256204	1564649	424348	53449	287	53449	2639864	3719810	40.22	39.67	12203	7965	7155	-	66	122	138	-	16	16	198542	3	0	17 + 12 part	86426	68.245	1.006	0.00	133.50	6.85	53344	2547446	11768	7600	6610	-	68	126	143	-
r103-il_bin.0040	65	65	61	52	34	26	3428879	3428879	3414307	3347083	3069288	2796332	65	298267	3428879	3719810	39.94	39.67	91143	78250	59092	54584	10	12	22	26	71	30	2372029	38	1	3 + 33 part	325889	81.360	1.025	0.38	220.69	37.70	188521	3099524	46528	40306	16947	11650	22	25	51	66
r103_bin.0048	64	64	60	51	33	25	3246594	3246594	3232022	3164598	2886653	2613503	64	298296	3246594	3719810	39.70	39.67	84757	73726	57400	33226	10	14	22	30	66	30	2250947	41	1	4 + 33 part	253110	78.316	1.028	0.00	238.91	96.97	188563	2989540	48026	37348	17712	9562	20	26	46	73
r104-il_bin.0010	118	118	99	73	35	20	3007884	3007884	2939295	2755798	2144161	1614465	118	122489	3007884	3719810	40.01	39.67	59249	37494	21902	8619	18	26	40	77	52	32	1556037	27	1	2 + 34 part	193165	74.202	1.020	0.13	226.76	24.56	117150	2811857	27775	22971	14448	1983	31	45	68	151
r104_bin.0069	114	114	97	71	35	20	2969117	2969117	2906989	2723474	2144082	1614440	114	122490	2969117	3719810	39.96	39.67	59244	37488	22972	8065	18	26	39	79	50	31	1534116	25	1	1 + 33 part	181822	73.579	1.018	0.00	268.18	54.11	117148	2784808	28059	22972	14450	-	30	45	66	-
r9-il_bin.0110	23	23	23	23	15	12	3305808	3305808	3305808	3305808	3190296	3086659	23	1002206	3305808	3719810	39.77	39.67	384393	276547	230971	88553	3	4	6	9	64	13	3063725	16	2	0 + 12 part	149701	82.633	1.027	0.36	206.81	30.87	211823	3155435	82335	72361	39991	23690	13	16	28	38
r9_bin.0121	23	23	23	23	15	12	3305897	3305897	3305897	3305897	3190312	3086594	23	1002116	3305897	3719810	39.76	39.67	384425	276518	230977	88573	3	4	6	9	64	13	3063720	17	2	0 + 12 part	149767	82.629	1.027	0.00	175.82	42.20	211828	3155440	82236	72374	39991	23691	13	16	28	38
ilmn_bin.0015	128	128	97	58	13	2	1561238	1561238	1439826	1173401	521965	143593	128	85188	1561238	2136264	49.74	49.65	15952	10944	10197	-	27	49	58	-	4	3	81561	2	0	0 + 5 part	15305	71.988	1.005	0.00	111.65	2.54	85188	1545302	15788	10707	9549	-	28	50	60	-
r103-il_bin.0001	16	16	16	16	11	9	2076526	2076526	2076526	2076526	1992767	1911135	16	457934	2076526	2136264	49.77	49.65	330638	330638	109889	109889	3	3	6	6	19	6	1278927	4	1	0 + 9 part	70882	91.706	1.024	0.00	153.64	17.76	357326	2003961	126509	126509	76027	76027	5	5	10	10
r103_bin.0105	17	17	17	17	12	10	2162439	2162439	2162439	2162439	2078575	1996824	17	457972	2162439	2136264	49.77	49.65	330732	330732	109932	109932	3	3	6	6	20	6	1279196	2	2	0 + 10 part	116692	93.488	1.024	0.00	208.05	51.67	357494	2044051	126569	126569	53029	76037	5	5	11	10
r104-il_bin.0025	8	8	8	8	5	5	1953053	1953053	1953053	1953053	1915776	1915776	8	508698	1953053	2136264	49.73	49.65	496685	479769	479769	329022	2	3	3	4	20	6	1928369	9	0	0 + 5 part	24222	89.689	1.007	0.00	126.57	12.21	348643	1928831	233877	233877	118824	54793	4	4	7	8
r104_bin.0055	8	8	8	8	5	5	1953336	1953336	1953336	1953336	1916041	1916041	8	508664	1953336	2136264	49.72	49.65	496719	479974	479974	329073	2	3	3	4	19	5	1916041	10	0	0 + 5 part	24405	89.666	1.007	0.00	177.29	25.11	348501	1928568	233995	233995	118848	54763	4	4	7	8
r9-il_bin.0212	16	16	16	15	13	11	2016671	2016671	2016671	2006936	1980224	1914374	16	414347	2016671	2136264	49.77	49.65	251129	188943	107282	99250	3	4	7	8	9	5	953433	6	0	1 + 9 part	79123	89.830	1.010	0.45	127.83	15.11	414347	1937410	188943	188943	99114	97280	4	4	8	9
r9_bin.0140	12	12	12	12	11	10	1906634	1906634	1906634	1906634	1896265	1864690	12	414267	1906634	2136264	49.79	49.65	251187	189061	110043	99252	3	4	6	8	9	5	953762	5	0	0 + 6 part	20421	87.408	1.010	0.00	141.22	43.00	414235	1886049	189061	189061	108904	97283	4	4	7	9
ilmn_bin.0025	1284	1284	98	15	2	0	3127630	3127630	749522	211884	54780	0	1284	29153	3127630	2553320	50.11	49.47	2775	3379	1700	2240	323	228	688	465	13	13	36128	6	0	604 + 5 part	1559915	59.748	1.028	0.00	817.94	32.32	12741	1563017	-	1453	-	-	-	449	-	-
r103-il_bin.0004	49	49	49	44	28	16	2576202	2576202	2576202	2534205	2262856	1817337	49	209800	2576202	2553320	49.30	49.47	95137	95137	47634	49118	9	9	19	18	49	22	1764760	46	1	5 + 28 part	462363	82.250	1.007	0.23	945.72	71.28	123652	2111441	38003	38003	13397	13718	21	21	52	51
r103_bin.0016	48	48	48	44	28	16	2574709	2574709	2574709	2538662	2266789	1820557	48	210235	2574709	2553320	49.29	49.47	95253	95253	47690	49157	9	9	19	18	44	21	1746699	41	1	5 + 31 part	490916	81.019	1.007	0.00	1094.43	219.42	123803	2083043	38058	39026	12683	13441	21	20	52	51
r9-il_bin.0185	16	16	16	15	12	9	2721606	2721606	2721606	2713297	2648148	2564406	16	786263	2721606	2553320	49.41	49.47	645959	645959	181890	277024	2	2	5	4	53	8	2411141	36	2	2 + 9 part	386379	89.802	1.018	1.03	889.39	82.30	230540	2334494	67743	69594	21845	28787	13	12	32	26
r9_bin.0031	14	14	14	13	12	9	2682238	2682238	2682238	2673909	2649732	2565968	14	786451	2682238	2553320	49.38	49.47	646453	646453	182124	277223	2	2	5	4	50	8	2412553	38	2	1 + 9 part	369240	88.938	1.019	0.00	808.37	137.35	230646	2312635	67748	69721	24805	28798	13	12	29	26
r103-il_bin.0033	40	40	39	34	22	13	2151214	2151214	2146594	2108510	1909379	1598726	40	321731	2151214	2896478	50.53	50.18	88026	56810	48421	-	6	11	14	-	24	10	1268359	29	0	2 + 21 part	182399	67.784	1.003	0.56	415.36	51.14	122463	1966691	50045	36033	23840	13	22	27
r103_bin.0035	41	41	39	34	22	13	2159208	2159208	2151564	2113357	1913701	1602468	41	322383	2159208	2896478	50.51	50.18	88380	56885	48580	-	6	11	14	-	24	10	1271285	29	0	1 + 24 part	186735	67.878	1.003	0.00	657.25	238.14	122661	1970901	50034	36059	23871	13	22	27
r9-il_bin.0010	31	31	30	27	16	9	2314010	2314010	2311371	2287463	2102833	1865149	31	426391	2314010	2896478	50.38	50.18	246657	138602	93940	20519	4	5	8	20	26	10	1663573	15	1	1 + 18 part	249998	70.184	1.015	0.39	412.33	55.78	332647	2063340	91094	71864	30361	8	11	18
r9_bin.0094	26	26	22	18	11	7	1968459	1968459	1957215	1927777	1811250	1667985	26	426361	1968459	2896478	50.21	50.18	268916	138579	108861	-	3	5	6	-	23	8	1567214	11	0	5 + 10 part	161959	61.652	1.012	0.00	299.03	99.23	332769	1805773	97868	51709	37737	6	12	13
ilmn_bin.0017	126	126	107	74	28	6	2215041	2215041	2147806	1907175	1154134	386163	126	86380	2215041	2693985	59.14	57.95	25896	21438	14516	7718	27	37	55	87	16	11	291968	4	0	4 + 20 part	145389	76.467	1.005	0.00	65.97	7.43	86380	2065529	22771	17975	11049	3791	29	40	63	113
r103-il_bin.0025	22	22	22	19	12	10	2621921	2621921	2621921	2599084	2482381	2407304	22	534809	2621921	2693985	58.28	57.95	406050	406050	183647	183647	3	3	6	6	62	13	2414613	20	1	1 + 12 part	225663	87.543	1.016	0.23	89.55	22.52	209977	2395447	85162	85162	26616	24500	11	11	26	28
r103_bin.0008	21	21	20	19	12	10	2608321	2608321	2604860	2596929	2482747	2407650	21	534939	2608321	2693985	58.25	57.95	406148	406148	183448	183448	3	3	6	6	62	13	2412411	21	1	2 + 12 part	223723	87.068	1.017	0.00	117.50	57.21	210042	2383763	85171	85171	29330	24502	11	11	25	28
r104-il_bin.0083	60	60	27	22	15	11	2724789	2724789	2654391	2621546	2511229	2348992	60	660655	2724789	2693985	57.48	57.95	249248	249248	127522	127522	4	4	8	8	74	14	2307304	21	4	32 + 19 part	346856	86.062	1.026	0.51	86.74	11.60	242082	2377324	79840	79840	21036	24500	11	11	27	26
r104_bin.0063	63	63	30	25	16	11	2783525	2783525	2712521	2679628	2546504	2348919	63	660625	2783525	2693985	57.20	57.95	249242	249242	127523	127523	4	4	8	8	75	14	2307279	21	5	33 + 21 part	398699	86.179	1.027	0.00	126.33	27.48	242138	2384272	81008	81008	17503	24496	11	11	30	26
r9-il_bin.0054	42	42	27	21	14	8	2711740	2711740	2674285	2630539	2505427	2265862	42	761648	2711740	2693985	57.50	57.95	287246	287246	123367	123367	3	3	6	6	74	20	2407496	14	1	12 + 11 part	263144	87.890	1.034	0.00	110.15	21.79	210357	2447492	91910	91910	26567	26567	11	11	25	25
r9_bin.0055	39	39	27	21	14	8	2706601	2706601	2672585	2628821	2505325	2265645	39	761295	2706601	2693985	57.64	57.95	287283	287283	123360	123360	3	3	6	6	71	17	2401390	12	1	13 + 10 part	265445	87.724	1.033	0.00	133.80	42.61	212277	2440090	91903	91903	26993	26993	11	11	25	25
r103-il_bin.0056	24	24	22	20	16	11	1264819	1264819	1259348	1244492	1185071	1023950	24	160519	1264819	1415449	40.31	40.39	90037	85507	57915	39973	6	7	10	12	6	5	369305	10	0	3 + 9 part	59823	83.089	1.025	0.00	175.58	27.04	142569	1204287	77620	75165	37827	23298	7	8	12	16
r103_bin.0120	19	19	19	18	15	11	1200701	1200701	1200701	1193813	1145901	1024617	19	160697	1200701	1415449	40.31	40.39	90130	85604	67297	38009	6	7	9	12	6	5	369500	8	0	0 + 8 part	36311	80.199	1.026	0.00	283.74	190.90	142688	1163735	77997	75169	39635	21702	6	8	11	16
r104-il_bin.0074	30	30	26	19	15	9	1082827	1082827	1066856	1015189	951662	742601	30	184234	1082827	1415449	40.74	40.39	64318	51904	38968	5761	6	9	11	26	5	5	389592	4	0	0 + 9 part	36181	73.234	1.010	0.92	184.93	25.28	157701	1046005	52123	34823	27557	-	7	11	14	-
r104_bin.0079	26	26	25	19	15	9	1064229	1064229	1060514	1014855	951325	742336	26	184137	1064229	1415449	40.73	40.39	64359	51902	38884	3715	6	9	11	26	5	5	389367	4	0	0 + 8 part	34507	72.063	1.010	0.00	296.27	126.96	157564	1029082	52095	34809	27572	-	7	11	14	-
r9-il_bin.0007	2	2	2	2	2	2	1232151	1232151	1232151	1232151	1232151	1232151	2	623877	1232151	1415449	40.38	40.39	623877	608274	608274	608274	1	2	2	2	9	2	1232151	6	0	0 + 2 part	21906	85.004	1.006	0.00	156.67	11.89	344548	1210245	272022	149200	127613	123366	2	3	5	6
r9_bin.0116	2	2	2	2	2	2	1232032	1232032	1232032	1232032	1232032	1232032	2	623760	1232032	1415449	40.37	40.39	623760	608272	608272	608272	1	2	2	2	9	2	1232032	8	0	0 + 2 part	21970	84.980	1.006	0.00	132.93	58.20	344510	1210062	271995	142639	131502	123349	2	3	5	6
r9-il_bin.0098	23	23	23	23	16	8	1737179	1737179	1737179	1737179	1614197	1307918	23	370458	1737179	1427887	56.72	57.03	156650	166225	70182	94970	4	3	8	6	31	8	1203083	9	1	7 + 13 part	602237	79.080	1.005	0.35	564.57	136.21	153495	1134955	28238	34604	16355	18	13	27
r9_bin.0118	24	24	24	24	17	8	1772664	1772664	1772664	1772664	1649660	1307864	24	370319	1772664	1427887	56.75	57.03	156623	166236	49919	94977	4	3	9	6	31	8	1159331	10	1	7 + 14 part	604153	81.395	1.005	0.00	534.40	231.11	153450	1168524	29849	34553	17412	18	13	26
ilmn_bin.0001	174	174	132	80	24	4	2344816	2344816	2188892	1821189	947269	305518	174	105543	2344816	2599150	52.95	52.70	20357	17498	10998	8372	35	41	74	95	9	8	136190	6	0	12 + 12 part	104610	85.673	1.006	0.00	132.52	4.85	105543	2237154	18048	16594	9630	6953	36	43	78	101
r103-il_bin.0087	24	24	24	23	15	12	2604808	2604808	2604808	2598237	2466291	2344357	24	526453	2604808	2599150	52.86	52.70	257453	257453	129551	129551	4	4	8	8	34	11	1984649	12	1	2 + 14 part	289664	88.033	1.012	0.58	128.23	13.94	375374	2314900	124429	124429	36605	36605	6	6	14	14
r103_bin.0004	14	14	13	13	11	10	2314745	2314745	2311469	2311469	2271432	2233642	14	526685	2314745	2599150	53.11	52.70	310305	257540	148077	129686	3	4	6	8	27	9	1882122	9	0	0 + 10 part	191520	81.154	1.007	0.00	159.91	55.37	375508	2123225	148077	124414	98625	24149	5	6	10	15
r104-il_bin.0067	92	92	82	61	33	12	2330921	2330921	2293735	2131234	1683710	884902	92	167313	2330921	2599150	52.83	52.70	42676	41377	21324	14838	19	22	36	48	13	12	595088	16	1	5 + 29 part	210064	80.685	1.011	0.13	149.30	10.87	102603	2117203	34997	30145	14749	8891	22	26	47	65
r104_bin.0006	89	89	79	60	34	12	2317460	2317460	2281414	2130322	1711152	884949	89	167307	2317460	2599150	52.83	52.70	42980	41376	22295	15922	18	22	36	47	12	12	595038	16	2	4 + 29 part	201224	80.545	1.011	0.00	235.54	44.52	102599	2112817	35046	30100	14749	8897	21	26	47	65
r9-il_bin.0152	25	25	24	24	21	12	2799103	2799103	2794262	2794262	2727454	2421369	25	526135	2799103	2599150	52.62	52.70	282873	282873	107477	131417	4	4	9	7	33	14	2186450	13	1	1 + 20 part	326094	93.325	1.020	0.46	128.21	11.71	415965	2472402	118943	154184	51874	67199	6	5	15	13
r9_bin.0163	23	23	23	23	21	12	2775707	2775707	2775707	2775707	2727376	2421214	23	526171	2775707	2599150	52.63	52.70	283084	283084	126670	131419	4	4	8	7	33	14	2186374	11	1	0 + 20 part	305166	93.254	1.019	0.00	114.12	21.91	415934	2470541	118945	154176	51874	65846	6	5	15	13
r9-il_bin.0214	14	14	14	11	8	8	1802316	1802316	1802316	1778464	1719812	1719812	14	470281	1802316	2120796	51.98	51.77	325390	325390	143521	90233	3	3	5	7	25	10	1755127	6	0	0 + 8 part	48567	81.873	1.010	2.61	167.30	31.33	206184	1753749	130391	129608	47937	30926	6	7	12	18
r9_bin.0193	50	50	43	28	12	8	2264924	2264924	2239313	2126474	1859330	1719701	50	470234	2264924	2120796	51.63	51.77	325369	325369	54028	90242	3	3	8	7	27	11	1759383	7	2	24 + 18 part	487912	82.616	1.014	0.00	126.13	70.54	206167	1776675	94643	129578	9929	30953	8	7	24	18
r9-il_bin.0139	34	34	30	29	22	16	2654381	2654381	2642149	2633100	2504115	2271468	34	517133	2654381	3367638	46.60	45.93	122635	87933	73040	23553	4	8	11	23	87	15	2032225	29	0	10 + 13 part	381931	66.456	1.015	0.75	295.44	71.76	133037	2270244	36616	25333	14896	19	31	47
r9_bin.0034	25	25	25	24	20	15	2511159	2511159	2511159	2502147	2441055	2243379	25	517628	2511159	3367638	46.47	45.93	122653	88023	78421	-	4	8	10	-	87	15	2075377	22	1	0 + 12 part	199257	67.317	1.020	0.00	250.90	135.07	133169	2309173	40238	26234	18877	17	30	39
ilmn_bin.0089	209	209	87	18	0	0	1154336	1154336	706202	231927	0	0	209	23733	1154336	2188070	46.90	46.58	6023	2890	4205	-	64	187	122	-	5	5	39270	5	0	16 + 8 part	73739	49.093	1.006	0.00	149.69	9.40	23710	1078468	5924	-	3965	-	66	-	127	-
r103-il_bin.0058	53	53	50	45	24	13	1980823	1980823	1969044	1926435	1550971	1149250	53	163770	1980823	2188070	46.21	46.58	59198	56903	27464	22252	11	12	22	28	49	18	966973	39	1	4 + 37 part	617884	61.440	1.014	0.56	478.30	77.81	65968	1362080	16188	13158	-	-	30	38	-	-
r103_bin.0028	51	51	48	44	23	13	1911632	1911632	1899829	1865829	1492580	1139900	51	164108	1911632	2188070	46.17	46.58	59337	50013	27552	20952	10	13	21	30	45	18	968992	33	1	5 + 34 part	564935	60.975	1.009	0.00	841.34	374.61	64565	1345302	16932	13120	-	-	28	37	-	-
r104-il_bin.0039	178	178	127	85	30	6	2496548	2496548	2340892	2034916	1180492	404594	178	91304	2496548	2188070	47.14	46.58	23450	26453	12300	15550	33	27	71	54	10	10	245643	9	5	122 + 22 part	1590545	41.055	1.009	0.08	837.01	68.02	41511	903705	-	-	-	-	-	-	-	-
r9-il_bin.0209	17	17	17	17	12	11	1924680	1924680	1924680	1924680	1853008	1824635	17	359235	1924680	2188070	46.46	46.58	203090	154446	117054	107918	4	5	8	9	50	11	1824635	15	0	2 + 11 part	162805	79.350	1.015	0.05	235.45	40.09	151329	1761210	59735	43881	26203	9948	10	13	22	34
